Code,Flag,Info,Contents
TALK,2,엘레나,하지만 혼란스러웠어요. 아직 남편도 사랑했거든요.
TALK,2,나,그동안 남편분은 당신을 지지해 주었으니까요.
TALK,2,엘레나,"네, 그래요. 장애 때문에 힘들어하던 절 보듬어줬죠."
TALK,2,엘레나,"전 남편에 대한 사랑도, 목사님에 대한 사랑도 진심이었어요."
TALK,2,엘레나,"그래서 목사님에게 이 감정을 털어놓고 싶었어요. 왜, 그렇잖아요. 고해하는 것처럼."
TALK,2,나,"네, 듣고 있습니다."
TALK,2,엘레나,"저는 제가 너무 원망스러웠고, 남편에게 미안했어요."
TALK,2,엘레나,"전부 다 털어버리고 싶어서 이야기하다가, 감정을 주체할 수가 없어서. 그래서 목사님 품에 안겼죠."
TALK,2,나,그 장면을 피해자에게 들켰군요.
TALK,2,엘레나,다 알면서 뭘 물어요? 
TALK,2,엘레나,에이다는 저희 사진을 찍었어요. 도촬이라고요.
TALK,2,나,그건 맞는 말씀이지만... 그 죄는 법으로 처벌할 일이죠.
TALK,2,엘레나,"아아, 그래요. 뭐, 이젠 상관없죠. 다 들켜버렸으니!"
TALK,2,나,"피해자가 당신의 사진을 찍은 뒤, 어떤 일이 있었는지 마저 말씀해 주시죠."
TALK,2,엘레나,"아, 정말 끈질기네. "
TALK,2,엘레나,"저는 이딴 걸로 남편이랑 헤어지고 싶지 않아서, 에이다한테 사진을 삭제해달라고 했어요."
TALK,2,엘레나,"탁 트인 곳에서 말하기엔 좀 그래서, 잘 안 쓰이는 교회 지하실로 불러냈죠."
TALK,2,나,목사님의 성함으로 연락을 한 이유는요?
TALK,2,엘레나,뻔하죠. 제 이름으로 연락하면 안 올 테니까요.
TALK,2,엘레나,"아무튼, 저는 꽤 차분하게 부탁했어요. 하지만 에이다는 거절했죠."
TALK,2,엘레나,뭐라더라... 신의 대리인인 목사님에게 달라붙어 애정행각을 한 것은 신성 모독이다?
TALK,2,엘레나,"당신은 그럴 자격이 없고, 하물며 남편 있는 여자가 그러는 것은 결코 용인될 수 없다..."
TALK,2,엘레나,"틀린 말은 아니에요. 틀린 말은 아니지만, 상당히 짜증나는 어조였죠."
TALK,2,나,그래서요? 무언가 더 있을 것 같은데요.
TALK,2,엘레나,"저는 다시 부탁했어요. 너무 힘들어서 잠시 미쳤던 것 같다, 다시는 그러지 않겠다."
TALK,2,엘레나,사진을 지워주면 목사님 근처에는 얼씬도 하지 않겠다.
TALK,2,엘레나,"하지만 에이다는 사진을 지우긴커녕, 오히려 제 민낯을 까발리고 회개하게 할 것이라 했죠."
TALK,2,엘레나,"아, 저는 깨달았어요. 얘랑은 말이 안 통하겠구나. "
TALK,2,나,그래서 수면제를 먹였군요. 과일과 차를 대접하는 척하며 말이에요.
TALK,2,엘레나,"그래요. 다행인지 불행인지, 평소 제가 먹는 약이 워낙 많아서 쓸 만한 것도 많더라고요."
TALK,2,엘레나,에이다의 목을 찌른 뒤에는 후회하기도 했던 것 같아요.
TALK,2,엘레나,신을 그렇게 믿는 편은 아니었지만... 아무리 불안하고 분노했다고는 하나 살인이라니.
TALK,2,엘레나,들키면 정말 끝장이겠구나 싶었죠.
TALK,2,나,"마침 지하실은 강과 연결된 수로가 있으니, 시체를 유기하긴 편했을 거고요."
TALK,2,엘레나,천운이라고 생각했죠. 
TALK,2,엘레나,게다가 살인 장소도 교회의 지하실이잖아요? 목사님이 범인으로 몰릴 거라 생각했다고요.
TALK,2,나,하지만 결국 이렇게 자백하는 신세가 되었죠.
TALK,2,엘레나,"아아, 그래요. 당신 때문에 모든 게 끝나버렸네요."
TALK,2,엘레나,정말 짜증나게도 말이에요.
SET,2,Member,???
TALK,2,???,"<b>그래, 횃불만이 누군가의 생을 꺼트릴 수 있는 거란다. 잘 찾아냈구나. {n}, 너는 탐정이었어. ...그 뒤의 존재는 어떨지 모르겠지만."
TALK,2,???,"<b>이로써 모든 이야기가 끝났구나. 영영 끝나지 않을 생각도 있겠지만, 적어도 이 이야기는 여기서 끝이야."
TALK,2,???,<b>그럼 이만 물러가렴. 나를 만나고 싶다면 똑같은 일을 반복하던지.
SET,3,Member,???
TALK,3,???,"<b>무언가 놓치지는 않았니? 모든 인간은 악하다지만, 그가 악한 행동을 얼마나 했는지 다시 생각해 보렴."
SET,4,Member,???
TALK,4,???,"<b>최초 발견자는 언제나 수상하지. 그렇지? 직감에 의존하는 건 탐정이라고 할 수 없단다. 이성적으로 판단하렴, {n}."
SET,5,Member,???
TALK,5,???,"<b>가장 평범한 자가 범인일 가능성은 얼마나 될까. 네 생각을 도무지 이해할 수 없구나, {n}."
SET,6,Member,???
TALK,6,???,"<b>스스로를 의심하다니, 참 특이한 탐정이구나. {n}, 너의 어리석음을 바로잡고 오렴."
